image_name,steering_angle
1479425477388911861.pgm,-0.1966008496
1479425477438887708.pgm,-0.2114020982
1479425477488922822.pgm,-0.223541635
1479425477538942781.pgm,-0.2339368263
1479425477588987687.pgm,-0.2400403564
1479425477638925581.pgm,-0.2443947369
1479425477688937431.pgm,-0.2478367537
1479425477739556250.pgm,-0.2514098117
1479425477788948138.pgm,-0.2583641425
1479425477838934577.pgm,-0.2741187305
1479425477888948464.pgm,-0.2994070323
1479425477938965840.pgm,-0.3281833764
1479425477989077866.pgm,-0.3490881737
1479425478038942486.pgm,-0.3525564969
1479425478089057159.pgm,-0.3377623035
1479425478139048301.pgm,-0.3177423102
1479425478189090682.pgm,-0.3080705092
1479425478239012125.pgm,-0.3106017234
1479425478289079599.pgm,-0.3270827153
1479425478339057488.pgm,-0.3488379997
1479425478389110771.pgm,-0.3741364593
1479425478439078118.pgm,-0.3941562264
1479425478489071115.pgm,-0.3996804059
1479425478539067254.pgm,-0.3980095265
1479425478589087190.pgm,-0.3868229646
1479425478639055536.pgm,-0.3755128994
1479425478689149202.pgm,-0.3616389205
1479425478739100358.pgm,-0.3476188025
1479425478789153645.pgm,-0.337054208
1479425478839141187.pgm,-0.3317219734
1479425478889151017.pgm,-0.3323601463
1479425478939240846.pgm,-0.3383548731
1479425478989147766.pgm,-0.3530329749
1479425479039211268.pgm,-0.364374688
1479425479089230263.pgm,-0.3742326963
1479425479139194771.pgm,-0.376991123
1479425479189200247.pgm,-0.3693006832
1479425479239561420.pgm,-0.3548274845
1479425479289276234.pgm,-0.3284390566
1479425479339312702.pgm,-0.2929975176
1479425479389220802.pgm,-0.2569947811
1479425479439204951.pgm,-0.2363937269
1479425479489263915.pgm,-0.2338741124
1479425479539223827.pgm,-0.237155825
1479425479589374111.pgm,-0.2391101122
1479425479639242683.pgm,-0.236061197
1479425479689337057.pgm,-0.2284236815
1479425479739281981.pgm,-0.2153707735
1479425479789362848.pgm,-0.1992421828
1479425479839321743.pgm,-0.1792379034
1479425479889297514.pgm,-0.1533540219
1479425479939325347.pgm,-0.1269516244
1479425479989369360.pgm,-0.0993034118
1479425480039306009.pgm,-0.0778816758
1479425480089353722.pgm,-0.0698131695
1479425480139374710.pgm,-0.0698131695
1479425480189398477.pgm,-0.0698131695
1479425480239342730.pgm,-0.0683772434
1479425480289412357.pgm,-0.0622609101
1479425480339480159.pgm,-0.0561533387
1479425480389389047.pgm,-0.0483187411
1479425480439429560.pgm,-0.0376231691
1479425480489467589.pgm,-0.0263732619
1479425480539445380.pgm,-0.0195522371
1479425480589437071.pgm,-0.0174532924
1479425480639443659.pgm,-0.0157079641
1479425480689447340.pgm,-0.0089881129
1479425480740004922.pgm,0.004281
1479425480789486716.pgm,0.0154640358
1479425480839507375.pgm,0.0299262474
1479425480889508091.pgm,0.0450569361
1479425480939448035.pgm,0.0537033031
1479425480989617990.pgm,0.0518835279
1479425481039511063.pgm,0.0431459904
1479425481089519192.pgm,0.0282797394
1479425481139559955.pgm,0.0182841762
1479425481189582228.pgm,0.0122173047
1479425481239551208.pgm,0.0104719754
1479425481289593844.pgm,0.0056684332
1479425481339600229.pgm,-0.0099657198
1479425481389564116.pgm,-0.0374508012
1479425481439622040.pgm,-0.0562466459
1479425481489651743.pgm,-0.059341196
1479425481539615797.pgm,-0.059341196
1479425481589642847.pgm,-0.059341196
1479425481639633409.pgm,-0.0666311205
1479425481689633691.pgm,-0.0796998342
1479425481739679479.pgm,-0.0855211318
1479425481789695376.pgm,-0.08302863
1479425481839683551.pgm,-0.0725796099
1479425481889671632.pgm,-0.0579133373
1479425481939663034.pgm,-0.0446758276
1479425481989643376.pgm,-0.036312303
1479425482039684504.pgm,-0.0289918932
1479425482089705119.pgm,-0.0182143951
1479425482139781143.pgm,-0.0051106289
1479425482189705241.pgm,0.0055509832
1479425482240345436.pgm,0.0104719754
1479425482289755682.pgm,0.0104719754
1479425482339806233.pgm,0.0058034661
1479425482389809053.pgm,0.0011500739
1479425482439757697.pgm,-0.0063965135
1479425482489739271.pgm,-0.006981317
1479425482539873009.pgm,-0.0052359877
1479425482589808311.pgm,0.0002644026
1479425482639842908.pgm,0.0017453292
1479425482689800193.pgm,0.0052359877
1479425482739811890.pgm,0.0052359877
1479425482789802899.pgm,0.0054751655
1479425482839871403.pgm,0.006981317
1479425482889818491.pgm,0.010696409
1479425482939888311.pgm,0.0133130403
1479425482990024259.pgm,0.0157079641
1479425483039857199.pgm,0.0157079641
1479425483089982809.pgm,0.0194077015
1479425483139940003.pgm,0.0255049109
1479425483189903545.pgm,0.0352832334
1479425483239937856.pgm,0.0433134282
1479425483289899135.pgm,0.0586290716
1479425483339973692.pgm,0.080274494
1479425483389926110.pgm,0.0929803277
1479425483440027209.pgm,0.0977384374
1479425483490051428.pgm,0.0940917239
1479425483539966508.pgm,0.0887514345
1479425483590036702.pgm,0.0800071545
1479425483640054335.pgm,0.0648129653
1479425483689970189.pgm,0.043041357
1479425483739974784.pgm,0.0232220774
1479425483789997770.pgm,0.0137504912
1479425483840003304.pgm,0.0077535544
1479425483889996738.pgm,0.0033969435
1479425483940037920.pgm,0.0017453292
1479425483990053907.pgm,-0.0034906585
1479425484040008904.pgm,-0.0079265011
1479425484090177169.pgm,-0.0104719754
1479425484140130080.pgm,-0.0104719754
1479425484190031016.pgm,-0.0104719754
1479425484240058543.pgm,-0.0122173047
1479425484290090105.pgm,-0.0157502112
1479425484340062246.pgm,-0.0227526877
1479425484390093269.pgm,-0.0331861154
1479425484440231873.pgm,-0.0384613158
1479425484490102584.pgm,-0.0419115395
1479425484540124506.pgm,-0.0488838695
1479425484590171023.pgm,-0.0576023269
1479425484640184141.pgm,-0.063701982
1479425484690170884.pgm,-0.0698031857
1479425484740210717.pgm,-0.0724075628
1479425484790190355.pgm,-0.0733038262
1479425484840154163.pgm,-0.0733038262
1479425484890315303.pgm,-0.0733038262
1479425484940209982.pgm,-0.0707289524
1479425484990181613.pgm,-0.0681207171
1479425485040288322.pgm,-0.0680678412
1479425485090217151.pgm,-0.0680678412
1479425485140290599.pgm,-0.0680678412
1479425485190254419.pgm,-0.0680678412
1479425485240270487.pgm,-0.0680678412
1479425485290291804.pgm,-0.0680678412
1479425485340296592.pgm,-0.0663225129
1479425485390329216.pgm,-0.0645771846
1479425485440286516.pgm,-0.0620793722
1479425485490269662.pgm,-0.0594624096
1479425485540340795.pgm,-0.059341196
1479425485590295391.pgm,-0.059341196
1479425485640385310.pgm,-0.059341196
1479425485690367707.pgm,-0.059341196
1479425485740353103.pgm,-0.059341196
1479425485790309212.pgm,-0.059341196
1479425485840339023.pgm,-0.059341196
1479425485890414046.pgm,-0.059341196
1479425485940389308.pgm,-0.059341196
1479425485990442274.pgm,-0.0575958639
1479425486040369175.pgm,-0.056916929
1479425486090379225.pgm,-0.0541052073
1479425486140467006.pgm,-0.0534286116
1479425486190451995.pgm,-0.0508218538
1479425486240470042.pgm,-0.0440555312
1479425486290435916.pgm,-0.0403653025
1479425486340421705.pgm,-0.0401425734
1479425486390451058.pgm,-0.0386319411
1479425486440528824.pgm,-0.0277617157
1479425486490485967.pgm,-0.0082123417
1479425486540531284.pgm,0.0200496053
1479425486590516327.pgm,0.0522478351
1479425486640484151.pgm,0.0780571828
1479425486690542196.pgm,0.0997746165
1479425486740537991.pgm,0.1169289076
1479425486790540402.pgm,0.1268269078
1479425486840509573.pgm,0.1355077989
1479425486890535427.pgm,0.1428095025
1479425486940537589.pgm,0.1500435824
1479425486990535773.pgm,0.1613265179
1479425487040608165.pgm,0.1796002239
1479425487090579021.pgm,0.2070246007
1479425487140590350.pgm,0.2376315053
1479425487190673574.pgm,0.2649970722
1479425487240637650.pgm,0.2843280827
1479425487290579338.pgm,0.2973781261
1479425487340657176.pgm,0.3087233192
1479425487390621670.pgm,0.3248942304
1479425487440651816.pgm,0.3468304381
1479425487490628888.pgm,0.3715850931
1479425487540650610.pgm,0.3911427501
1479425487590654741.pgm,0.4037178848
1479425487640779242.pgm,0.4128620547
1479425487690694721.pgm,0.4184567834
1479425487740729444.pgm,0.4188790321
1479425487790742620.pgm,0.4188790321
1479425487840699567.pgm,0.4188790321
1479425487890749820.pgm,0.4188790321
1479425487940693732.pgm,0.4149578046
1479425487990777163.pgm,0.4105961047
1479425488040827366.pgm,0.4101523757
1479425488090747456.pgm,0.4127161517
1479425488140724728.pgm,0.4257320892
1479425488190791895.pgm,0.4461935997
1479425488240739595.pgm,0.4658141617
1479425488290756799.pgm,0.4759876032
1479425488340885169.pgm,0.4743401762
1479425488390791124.pgm,0.4712389112
1479425488440785034.pgm,0.4772021032
1479425488490792360.pgm,0.4948420913
1479425488540828515.pgm,0.5180249739
1479425488590861384.pgm,0.5300571005
1479425488640811418.pgm,0.5243439597
1479425488690993333.pgm,0.5040663492
1479425488740836384.pgm,0.4800854706
1479425488790882080.pgm,0.4665555445
1479425488840893380.pgm,0.4663159819
1479425488890907263.pgm,0.4759648263
1479425488940875068.pgm,0.4857927578
1479425488990881632.pgm,0.4921828508
1479425489040984291.pgm,0.4895560634
1479425489090951993.pgm,0.4736595414
1479425489140957970.pgm,0.4541474934
1479425489190965565.pgm,0.431762795
1479425489240962217.pgm,0.416611165
1479425489290957464.pgm,0.4107705451
1479425489340961284.pgm,0.4044254842
1479425489390957711.pgm,0.3957100725
1479425489441028194.pgm,0.3832547582
1479425489491002064.pgm,0.3673573451
1479425489541069044.pgm,0.3558204404
1479425489591078349.pgm,0.3525564969
1479425489641031005.pgm,0.3525564969
1479425489691011208.pgm,0.3581917232
1479425489741050925.pgm,0.366913822
1479425489791049439.pgm,0.3735004663
1479425489841033117.pgm,0.3735004663
1479425489891128741.pgm,0.3696505149
1479425489941079408.pgm,0.3606101536
1479425489991138916.pgm,0.3449049066
1479425490041067399.pgm,0.3273656297
1479425490091107166.pgm,0.3083339519
1479425490141121046.pgm,0.2907519161
1479425490191104658.pgm,0.2707336532
1479425490241160226.pgm,0.2489279664
1479425490291152849.pgm,0.2261518187
1479425490341119236.pgm,0.2017912305
1479425490391203570.pgm,0.1756230076
1479425490441194090.pgm,0.1479360606
1479425490491190629.pgm,0.1322481262
1479425490541185149.pgm,0.1168461358
1479425490591145151.pgm,0.1124970248
1479425490641197788.pgm,0.1116234838
1479425490691200520.pgm,0.1072678182
1479425490741246272.pgm,0.104719758
1479425490791237656.pgm,0.1020454982
1479425490841262567.pgm,0.0959603162
1479425490891243577.pgm,0.0906684285
1479425490941301490.pgm,0.0836997963
1479425490991290991.pgm,0.0732394574
1479425491041401454.pgm,0.0610360671
1479425491091311515.pgm,0.052318835
1479425491141451330.pgm,0.0453785621
1479425491191381351.pgm,0.0453785621
1479425491241499984.pgm,0.0453649691
1479425491291282212.pgm,0.0419160256
1479425491341335784.pgm,0.0383972451
1479425491391328707.pgm,0.0409921131
1479425491441386643.pgm,0.0436095517
1479425491491325682.pgm,0.04363323
1479425491541364658.pgm,0.04363323
1479425491591373670.pgm,0.04363323
1479425491641384701.pgm,0.0419442278
1479425491691414290.pgm,0.0383972451
1479425491741416824.pgm,0.0383972451
1479425491791360428.pgm,0.0383972451
1479425491841377627.pgm,0.043549323
1479425491891374656.pgm,0.0521754759
1479425491941520138.pgm,0.0609003996
1479425491991548595.pgm,0.0645771846
1479425492041458203.pgm,0.0695630393
1479425492091474037.pgm,0.0683072962
1479425492141522961.pgm,0.0510832497
1479425492191513197.pgm,0.0294606892
1479425492241547855.pgm,0.0076339139
1479425492291606376.pgm,-0.0022024355
1479425492341530616.pgm,-0.0103264162
1479425492391496585.pgm,-0.0122173047
1479425492441600160.pgm,-0.0122173047
1479425492491496554.pgm,-0.0104719754
1479425492541634378.pgm,-0.0104719754
1479425492591520582.pgm,-0.0104719754
1479425492641571450.pgm,-0.0104719754
1479425492691528672.pgm,-0.0104719754
1479425492741598911.pgm,-0.0071795043
1479425492791540329.pgm,-0.002832012
1479425492841584321.pgm,0.0017453292
1479425492891639172.pgm,0.0052359877
1479425492941587204.pgm,0.006981317
1479425492991620566.pgm,0.0052359877
1479425493041635425.pgm,0.0052359877
1479425493091709383.pgm,0.0052359877
1479425493141596561.pgm,0.0052359877
1479425493191724230.pgm,0.007566965
1479425493241754175.pgm,0.0102114406
1479425493291713462.pgm,0.0122173047
1479425493341699650.pgm,0.0122173047
1479425493391728697.pgm,0.0104719754
1479425493441649548.pgm,0.0072786091
1479425493491661368.pgm,0.0046709226
1479425493541678821.pgm,0.0049258535
1479425493591731105.pgm,0.0075308074
1479425493641732842.pgm,0.0087266462
1479425493691750874.pgm,0.0041416355
1479425493741700964.pgm,-0.0059669206
1479425493791795223.pgm,-0.0208086231
1479425493841707628.pgm,-0.0279252678
1479425493891816459.pgm,-0.0273995221
1479425493941976216.pgm,-0.023030128
1479425493991752019.pgm,-0.0152026619
1479425494041773250.pgm,-0.0139626339
1479425494091871521.pgm,-0.0201938726
1479425494141800254.pgm,-0.0316079695
1479425494191817384.pgm,-0.0406158738
1479425494241862369.pgm,-0.04363323
1479425494291830686.pgm,-0.0471238904
1479425494341862683.pgm,-0.0501864509
1479425494391935674.pgm,-0.052359879
1479425494441964144.pgm,-0.052359879
1479425494491938877.pgm,-0.052359879
1479425494541895035.pgm,-0.052359879
1479425494591888957.pgm,-0.052359879
1479425494641980818.pgm,-0.052359879
1479425494691911588.pgm,-0.052359879
1479425494741902545.pgm,-0.0493502532
1479425494792003172.pgm,-0.0471238904
1479425494842010908.pgm,-0.0471238904
1479425494891999921.pgm,-0.0475150053
1479425494941965643.pgm,-0.0518663134
1479425494992040485.pgm,-0.0601045814
1479425495041982849.pgm,-0.0688078719
1479425495092021074.pgm,-0.0754143733
1479425495141976857.pgm,-0.0822198706
1479425495192152469.pgm,-0.0956924092
1479425495242139654.pgm,-0.1131179829
1479425495292136703.pgm,-0.1280994877
1479425495342026908.pgm,-0.1338462099
1479425495392045350.pgm,-0.1382051164
1479425495442131728.pgm,-0.1425674229
1479425495492143049.pgm,-0.1457951838
1479425495542133334.pgm,-0.1553788472
1479425495592139998.pgm,-0.1707999312
1479425495642139667.pgm,-0.1937520967
1479425495692092508.pgm,-0.2163793259
1479425495742126271.pgm,-0.2384784429
1479425495792165497.pgm,-0.2536217315
1479425495842114419.pgm,-0.261191188
1479425495892190215.pgm,-0.2638058808
1479425495942249888.pgm,-0.2664243493
1479425495992202068.pgm,-0.2692815963
1479425496042202819.pgm,-0.2802079402
1479425496092176578.pgm,-0.2943360928
1479425496142195009.pgm,-0.314418459
1479425496192268420.pgm,-0.3322839198
1479425496242201897.pgm,-0.3431691609
1479425496292274254.pgm,-0.3455751836
1479425496342167239.pgm,-0.3455751836
1479425496392316042.pgm,-0.3455751836
1479425496442340584.pgm,-0.3455751836
1479425496492239141.pgm,-0.3455751836
1479425496542406362.pgm,-0.3466241145
1479425496592268154.pgm,-0.3473205268
1479425496642271622.pgm,-0.3473205268
1479425496692291949.pgm,-0.3455751836
1479425496742373194.pgm,-0.3425028944
1479425496792307193.pgm,-0.3329356003
1479425496842335126.pgm,-0.3161076375
1479425496892295948.pgm,-0.2925938363
1479425496942286775.pgm,-0.266340967
1479425496992399324.pgm,-0.2310813189
1479425497042321971.pgm,-0.1946354286
1479425497092349933.pgm,-0.1597973522
1479425497142387612.pgm,-0.1259646128
1479425497192310980.pgm,-0.0972452453
1479425497242499440.pgm,-0.0729543492
1479425497292488912.pgm,-0.0556288695
1479425497342458527.pgm,-0.0425466271
1479425497392491934.pgm,-0.0276602359
1479425497442347829.pgm,-0.010281425
1479425497492433345.pgm,0.0142344177
1479425497542495524.pgm,0.0429778993
1479425497592469911.pgm,0.0646842954
1479425497642491494.pgm,0.0777587733
1479425497692511592.pgm,0.0890753241
1479425497742473116.pgm,0.1020715475
1479425497792456180.pgm,0.1116651037
1479425497842515680.pgm,0.1169370562
1479425497892477849.pgm,0.1221637753
1479425497942440843.pgm,0.1326110869
1479425497992479947.pgm,0.1378579395
1479425498042535123.pgm,0.1448133916
1479425498092515609.pgm,0.1518121212
1479425498142495113.pgm,0.1569972373
1479425498192523258.pgm,0.1657126392
1479425498242602520.pgm,0.1744335117
1479425498292564882.pgm,0.1865213889
1479425498342627254.pgm,0.2047764641
1479425498392602427.pgm,0.2265383493
1479425498442565993.pgm,0.2516315984
1479425498492687077.pgm,0.2804526028
1479425498542609577.pgm,0.3057952856
1479425498592629808.pgm,0.3242395391
1479425498642606002.pgm,0.3408672428
1479425498692668616.pgm,0.3523339559
1479425498742739917.pgm,0.3575565964
1479425498792676938.pgm,0.3595378399
1479425498842636539.pgm,0.3595378399
1479425498892733327.pgm,0.3579242742
1479425498942645547.pgm,0.3577924967
1479425498992640329.pgm,0.3577924967
1479425499042742605.pgm,0.3595378399
1479425499092859444.pgm,0.3628789225
1479425499142759394.pgm,0.3721276393
1479425499192776848.pgm,0.3869497148
1479425499242876246.pgm,0.4059747028
1479425499292775434.pgm,0.4232795531
1479425499342766928.pgm,0.4425361019
1479425499392722252.pgm,0.4599377663
1479425499442845124.pgm,0.4808934882
1479425499492829292.pgm,0.4967358769
1479425499542725949.pgm,0.5026548505
1479425499592837492.pgm,0.4961278059
1479425499642892583.pgm,0.4802388034
1479425499692959626.pgm,0.4601881612
1479425499742846468.pgm,0.4414411863
1479425499792881281.pgm,0.4316209215
1479425499842883433.pgm,0.429351002
1479425499892913138.pgm,0.429351002
1479425499942882570.pgm,0.4246630403
1479425499993039233.pgm,0.4112255871
1479425500042972444.pgm,0.3891369169
1479425500092845739.pgm,0.3677214825
1479425500142963181.pgm,0.3491083473
1479425500192882322.pgm,0.3195256493
1479425500242983217.pgm,0.296219086
1479425500292950752.pgm,0.280540429
1479425500342907504.pgm,0.2694447344
1479425500392944709.pgm,0.2638810486
1479425500442881475.pgm,0.2607489817
1479425500492897258.pgm,0.2523935131
1479425500542951188.pgm,0.2415698562
1479425500593017391.pgm,0.2279827538
1479425500642994512.pgm,0.2149075408
1479425500692983909.pgm,0.204955404
1479425500743011567.pgm,0.1989675313
1479425500793030226.pgm,0.197222203
1479425500842968061.pgm,0.197222203
1479425500892963231.pgm,0.197222203
1479425500943178256.pgm,0.1945218497
1479425500993019626.pgm,0.18625369
1479425501043092682.pgm,0.1731709622
1479425501093063752.pgm,0.1539884004
1479425501143017832.pgm,0.1283028026
1479425501193120464.pgm,0.1021451357
1479425501243019895.pgm,0.0790252152
1479425501293081275.pgm,0.0685246056
1479425501343061858.pgm,0.0680678412
1479425501393203374.pgm,0.0680678412
1479425501443107391.pgm,0.0680678412
